chr21	45705720	45705721	0.607
chr21	45705721	45705722	-0.692
chr21	45705722	45705723	-1.138
chr21	45705723	45705724	-1.666
chr21	45705724	45705725	-0.793
chr21	45705725	45705726	-4.587
chr21	45705726	45705727	-0.956
chr21	45705727	45705728	0.032
chr21	45705728	45705729	0.059
chr21	45705729	45705730	0.498
chr21	45705730	45705731	-0.342
chr21	45705731	45705732	0.024
chr21	45705732	45705733	-1.272
chr21	45705733	45705734	-0.306
chr21	45705734	45705735	0.06
chr21	45705735	45705736	0.72
chr21	45705736	45705737	-3.983
chr21	45705737	45705738	-0.476
chr21	45705738	45705739	-1.751
chr21	45705739	45705740	-0.343
chr21	45705740	45705741	-0.986
chr21	45705741	45705742	-0.415
chr21	45705742	45705743	0.439
chr21	45705743	45705744	1.767
chr21	45705744	45705745	0.154
chr21	45705745	45705746	-0.895
chr21	45705746	45705747	0.337
chr21	45705747	45705748	-0.119
chr21	45705748	45705749	1.262
chr21	45705749	45705750	-0.724
chr21	45705750	45705751	-0.35
chr21	45705751	45705752	0.129
chr21	45705752	45705753	1.053
chr21	45705753	45705754	0.273
chr21	45705754	45705755	1.705
chr21	45705755	45705756	-0.641
chr21	45705756	45705757	1.337
chr21	45705757	45705758	-1.691
chr21	45705758	45705759	-0.462
chr21	45705759	45705760	-2.226
chr21	45705760	45705761	-1.078
chr21	45705761	45705762	0.152
chr21	45705762	45705763	-0.234
chr21	45705763	45705764	-0.283
chr21	45705764	45705765	-1.267
chr21	45705765	45705766	0.406
chr21	45705766	45705767	-0.335
chr21	45705767	45705768	0.483
chr21	45705768	45705769	0.483
chr21	45705769	45705770	0.962
chr21	45705770	45705771	-3.312
chr21	45705771	45705772	-0.88
chr21	45705772	45705773	0.166
chr21	45705773	45705774	-1.791
chr21	45705774	45705775	0.287
chr21	45705775	45705776	0.176
chr21	45705776	45705777	-0.917
chr21	45705777	45705778	0.052
chr21	45705778	45705779	-1.434
chr21	45705779	45705780	0.115
chr21	45705780	45705781	-0.178
chr21	45705781	45705782	-1.352
chr21	45705782	45705783	0.32
chr21	45705783	45705784	0.527
chr21	45705784	45705785	-0.038
chr21	45705785	45705786	0.018
chr21	45705786	45705787	0.155
chr21	45705787	45705788	-0.372
chr21	45705788	45705789	0.06
chr21	45705789	45705790	-3.582
chr21	45705790	45705791	-2.399
chr21	45705791	45705792	-0.106
chr21	45705792	45705793	-0.226
chr21	45705793	45705794	-2.204
chr21	45705794	45705795	-0.56
chr21	45705795	45705796	-2.116
chr21	45705796	45705797	-2.362
chr21	45705797	45705798	-0.673
chr21	45705798	45705799	-0.16
chr21	45705799	45705800	-1.444
chr21	45705800	45705801	-0.74
chr21	45705801	45705802	-3.816
chr21	45705802	45705803	0.102
chr21	45705803	45705804	-1.65
chr21	45705804	45705805	-1.227
chr21	45705805	45705806	-1.168
chr21	45705806	45705807	-1.801
chr21	45705807	45705808	-2.669
chr21	45705808	45705809	-1.375
chr21	45705809	45705810	-1.172
chr21	45705810	45705811	-2.167
chr21	45705811	45705812	-1.178
chr21	45705812	45705813	-0.635
chr21	45705813	45705814	0.008
chr21	45705814	45705815	-1.552
chr21	45705815	45705816	-4.222
chr21	45705816	45705817	-0.199
chr21	45705817	45705818	0.041
chr21	45705818	45705819	-0.635
chr21	45705819	45705820	-2.725
chr21	45705820	45705821	-4.654
chr21	45705821	45705822	-2.675
chr21	45705822	45705823	-0.975
chr21	45705823	45705824	-2.333
chr21	45705824	45705825	2.025
chr21	45705825	45705826	0.639
chr21	45705826	45705827	0.92
chr21	45705827	45705828	-0.279
chr21	45705828	45705829	-0.2
chr21	45705829	45705830	-1.487
chr21	45705830	45705831	-0.887
chr21	45705831	45705832	-0.398
chr21	45705832	45705833	0.098
chr21	45705833	45705834	-0.058
chr21	45705834	45705835	-1.08
chr21	45705835	45705836	-0.453
chr21	45705836	45705837	-2.589
chr21	45705837	45705838	-1.476
chr21	45705838	45705839	-0.423
chr21	45705839	45705840	0.263
chr21	45705840	45705841	-0.327
chr21	45705841	45705842	0.308
chr21	45705842	45705843	-0.798
chr21	45705843	45705844	-3.348
chr21	45705844	45705845	-0.963
chr21	45705845	45705846	-1.643
chr21	45705846	45705847	-2.683
chr21	45705847	45705848	0.275
chr21	45705848	45705849	-1.385
chr21	45705849	45705850	-0.101
chr21	45705850	45705851	-1.226
chr21	45705851	45705852	-0.013
chr21	45705852	45705853	-0.121
chr21	45705853	45705854	-1.221
chr21	45705854	45705855	-0.44
chr21	45705855	45705856	-1.495
chr21	45705856	45705857	-6.27
chr21	45705857	45705858	0.162
chr21	45705858	45705859	-0.603
chr21	45705859	45705860	0.065
chr21	45705860	45705861	0.031
chr21	45705861	45705862	-0.743
chr21	45705862	45705863	-0.8
chr21	45705863	45705864	-1.533
chr21	45705864	45705865	-0.038
chr21	45705865	45705866	0.525
chr21	45705866	45705867	-0.121
chr21	45705867	45705868	-1.853
chr21	45705868	45705869	-1.326
chr21	45705869	45705870	-0.917
chr21	45705870	45705871	-1.672
chr21	45705871	45705872	0.008
chr21	45705872	45705873	-1.738
chr21	45705873	45705874	-0.775
chr21	45705874	45705875	-1.68
chr21	45705875	45705876	0.626
chr21	45705876	45705877	-2.9
chr21	45705877	45705878	0.314
chr21	45705878	45705879	-3.478
chr21	45705879	45705880	-2.851
chr21	45705880	45705881	-0.598
chr21	45705881	45705882	0.665
chr21	45705882	45705883	-4.455
chr21	45705883	45705884	-2.88
chr21	45705884	45705885	-3.223
chr21	45705885	45705886	-2.471
chr21	45705886	45705887	-0.514
chr21	45705887	45705888	1.391
chr21	45705888	45705889	0.024
chr21	45705889	45705890	-1.004
chr21	45705890	45705891	-2.83
chr21	45705891	45705892	0.469
chr21	45705892	45705893	-0.174
chr21	45705893	45705894	-0.597
chr21	45705894	45705895	-0.182
