chrX	19362010	19362011	-0.047
chrX	19362011	19362012	1.625
chrX	19362012	19362013	0.582
chrX	19362013	19362014	1.056
chrX	19362014	19362015	0.021
chrX	19362015	19362016	-2.29
chrX	19362016	19362017	3.179
chrX	19362017	19362018	2.437
chrX	19362018	19362019	3.703
chrX	19362019	19362020	0.952
chrX	19362020	19362021	0.954
chrX	19362021	19362022	0.543
chrX	19362022	19362023	-1.293
chrX	19362023	19362024	-0.943
chrX	19362024	19362025	-0.825
chrX	19362025	19362026	-0.36
chrX	19362026	19362027	-0.406
chrX	19362027	19362028	0.33
chrX	19362028	19362029	1.581
chrX	19362029	19362030	0.269
chrX	19362030	19362031	-0.066
chrX	19362031	19362032	0.692
chrX	19362032	19362033	-0.441
chrX	19362033	19362034	-0.387
chrX	19362034	19362035	0.66
chrX	19362035	19362036	1.316
chrX	19362036	19362037	-0.158
chrX	19362037	19362038	-0.766
chrX	19362038	19362039	0.028
chrX	19362039	19362040	0.304
chrX	19362040	19362041	-0.927
chrX	19362041	19362042	-0.433
chrX	19362042	19362043	0.291
chrX	19362043	19362044	0.052
chrX	19362044	19362045	0.285
chrX	19362045	19362046	0.251
chrX	19362046	19362047	-0.947
chrX	19362047	19362048	-0.125
chrX	19362048	19362049	-1.741
chrX	19362049	19362050	-0.296
chrX	19362050	19362051	0.04
chrX	19362051	19362052	-0.357
chrX	19362052	19362053	0.572
chrX	19362053	19362054	0.218
chrX	19362054	19362055	-0.082
chrX	19362055	19362056	2.485
chrX	19362056	19362057	1.546
chrX	19362057	19362058	0.286
chrX	19362058	19362059	1.016
chrX	19362059	19362060	1.047
chrX	19362060	19362061	0.324
chrX	19362061	19362062	0.14
chrX	19362062	19362063	-0.018
chrX	19362063	19362064	-1.674
chrX	19362064	19362065	0.301
chrX	19362065	19362066	-0.181
chrX	19362066	19362067	-1.459
chrX	19362067	19362068	0.276
chrX	19362068	19362069	1.021
chrX	19362069	19362070	0.24
chrX	19362070	19362071	-1.85
chrX	19362071	19362072	1.027
chrX	19362072	19362073	2.476
chrX	19362073	19362074	2.484
chrX	19362074	19362075	1.053
chrX	19362075	19362076	-0.569
chrX	19362076	19362077	1.053
chrX	19362077	19362078	-0.342
chrX	19362078	19362079	3.179
chrX	19362079	19362080	2.389
chrX	19362080	19362081	3.703
chrX	19362081	19362082	3.703
chrX	19362082	19362083	3.911
chrX	19362083	19362084	3.911
chrX	19362084	19362085	3.703
chrX	19362085	19362086	3.911
chrX	19362086	19362087	3.703
chrX	19362087	19362088	1.078
chrX	19362088	19362089	3.179
chrX	19362089	19362090	0.046
chrX	19362090	19362091	-0.386
chrX	19362091	19362092	2.486
chrX	19362092	19362093	0.622
chrX	19362093	19362094	2.453
chrX	19362094	19362095	-0.659
chrX	19362095	19362096	-0.125
chrX	19362096	19362097	-0.322
chrX	19362097	19362098	-2.132
chrX	19362098	19362099	-0.631
chrX	19362099	19362100	-2.386
chrX	19362100	19362101	-0.657
chrX	19362101	19362102	-0.064
chrX	19362102	19362103	0.428
chrX	19362103	19362104	-1.619
chrX	19362104	19362105	-1.765
chrX	19362105	19362106	-0.42
chrX	19362106	19362107	-0.222
chrX	19362107	19362108	-1.991
chrX	19362108	19362109	-0.976
chrX	19362109	19362110	-3.455
chrX	19362110	19362111	-0.725
chrX	19362111	19362112	-2.047
chrX	19362112	19362113	-0.304
chrX	19362113	19362114	-1.412
chrX	19362114	19362115	0.657
chrX	19362115	19362116	-0.12
chrX	19362116	19362117	0.237
chrX	19362117	19362118	-1.325
chrX	19362118	19362119	-2.7
chrX	19362119	19362120	-1.461
chrX	19362120	19362121	-0.655
chrX	19362121	19362122	-0.379
chrX	19362122	19362123	-0.362
chrX	19362123	19362124	0.445
chrX	19362124	19362125	-0.051
chrX	19362125	19362126	-0.429
chrX	19362126	19362127	1.247
chrX	19362127	19362128	-0.379
chrX	19362128	19362129	-0.437
chrX	19362129	19362130	0.275
chrX	19362130	19362131	-0.337
chrX	19362131	19362132	-2.276
chrX	19362132	19362133	0.136
chrX	19362133	19362134	-0.308
chrX	19362134	19362135	-0.702
chrX	19362135	19362136	0.723
chrX	19362136	19362137	0.115
chrX	19362137	19362138	-1.854
chrX	19362138	19362139	2.443
chrX	19362139	19362140	0.042
chrX	19362140	19362141	-0.718
chrX	19362141	19362142	-3.001
chrX	19362142	19362143	-0.271
chrX	19362143	19362144	-0.02
chrX	19362144	19362145	-0.091
chrX	19362145	19362146	-0.012
chrX	19362146	19362147	-0.129
chrX	19362147	19362148	-0.633
chrX	19362148	19362149	-0.245
chrX	19362149	19362150	1.813
chrX	19362150	19362151	0.111
chrX	19362151	19362152	0.31
chrX	19362152	19362153	0.339
chrX	19362153	19362154	0.2
chrX	19362154	19362155	0.063
chrX	19362155	19362156	3.749
chrX	19362156	19362157	3.214
chrX	19362157	19362158	3.975
chrX	19362158	19362159	0.896
chrX	19362159	19362160	2.545
chrX	19362160	19362161	2.444
chrX	19362161	19362162	3.762
chrX	19362162	19362163	2.357
chrX	19362163	19362164	0.694
chrX	19362164	19362165	3.762
chrX	19362165	19362166	1.89
chrX	19362166	19362167	3.975
chrX	19362167	19362168	3.146
chrX	19362168	19362169	3.226
chrX	19362169	19362170	-0.325
chrX	19362170	19362171	3.975
chrX	19362171	19362172	3.146
chrX	19362172	19362173	-0.874
chrX	19362173	19362174	2.542
chrX	19362174	19362175	1.111
chrX	19362175	19362176	-1.258
chrX	19362176	19362177	1.698
chrX	19362177	19362178	3.226
chrX	19362178	19362179	-0.831
chrX	19362179	19362180	3.226
chrX	19362180	19362181	1.804
chrX	19362181	19362182	-0.173
chrX	19362182	19362183	3.135
chrX	19362183	19362184	3.96
chrX	19362184	19362185	-0.118
chrX	19362185	19362186	3.96
chrX	19362186	19362187	3.226
chrX	19362187	19362188	3.975
chrX	19362188	19362189	-0.066
chrX	19362189	19362190	1.89
chrX	19362190	19362191	1.113
chrX	19362191	19362192	0.305
chrX	19362192	19362193	1.082
