chr1	11845779	11845780	-0.743
chr1	11845780	11845781	-2.621
chr1	11845781	11845782	0.766
chr1	11845782	11845783	-0.268
chr1	11845783	11845784	0.255
chr1	11845784	11845785	-0.032
chr1	11845785	11845786	-0.423
chr1	11845786	11845787	-0.145
chr1	11845787	11845788	-1.427
chr1	11845788	11845789	-0.442
chr1	11845789	11845790	0.415
chr1	11845790	11845791	-0.245
chr1	11845791	11845792	-0.649
chr1	11845792	11845793	0.482
chr1	11845793	11845794	-0.2
chr1	11845794	11845795	-1.758
chr1	11845795	11845796	-0.118
chr1	11845796	11845797	-0.258
chr1	11845797	11845798	0.186
chr1	11845798	11845799	0.619
chr1	11845799	11845800	-2.622
chr1	11845800	11845801	0.111
chr1	11845801	11845802	-1.041
chr1	11845802	11845803	-0.085
chr1	11845803	11845804	-1.561
chr1	11845804	11845805	0.893
chr1	11845805	11845806	0.13
chr1	11845806	11845807	0.164
chr1	11845807	11845808	0.513
chr1	11845808	11845809	-0.175
chr1	11845809	11845810	0.244
chr1	11845810	11845811	0.187
chr1	11845811	11845812	-0.281
chr1	11845812	11845813	-0.111
chr1	11845813	11845814	-0.328
chr1	11845814	11845815	1.406
chr1	11845815	11845816	-2.13
chr1	11845816	11845817	0.133
chr1	11845817	11845818	-0.841
chr1	11845818	11845819	0.96
chr1	11845819	11845820	0.056
chr1	11845820	11845821	0.96
chr1	11845821	11845822	-0.817
chr1	11845822	11845823	-1.055
chr1	11845823	11845824	-2.364
chr1	11845824	11845825	-0.347
chr1	11845825	11845826	-2.412
chr1	11845826	11845827	-1.055
chr1	11845827	11845828	-1.229
chr1	11845828	11845829	0.866
chr1	11845829	11845830	-0.313
chr1	11845830	11845831	0.453
chr1	11845831	11845832	-2.294
chr1	11845832	11845833	0.016
chr1	11845833	11845834	0.891
chr1	11845834	11845835	-0.923
chr1	11845835	11845836	0.205
chr1	11845836	11845837	-0.836
chr1	11845837	11845838	0.202
chr1	11845838	11845839	-0.139
chr1	11845839	11845840	-0.012
chr1	11845840	11845841	-1.537
chr1	11845841	11845842	-0.1
chr1	11845842	11845843	0.132
chr1	11845843	11845844	-0.331
chr1	11845844	11845845	-0.303
chr1	11845845	11845846	-0.196
chr1	11845846	11845847	-1.052
chr1	11845847	11845848	0.686
chr1	11845848	11845849	-0.367
chr1	11845849	11845850	-2.512
chr1	11845850	11845851	-0.363
chr1	11845851	11845852	-2.64
chr1	11845852	11845853	-0.371
chr1	11845853	11845854	-0.06
chr1	11845854	11845855	-0.074
chr1	11845855	11845856	-0.063
chr1	11845856	11845857	-0.06
chr1	11845857	11845858	-0.608
chr1	11845858	11845859	0.023
chr1	11845859	11845860	0.064
chr1	11845860	11845861	-0.173
chr1	11845861	11845862	0.204
chr1	11845862	11845863	-0.217
chr1	11845863	11845864	0.281
chr1	11845864	11845865	-0.797
chr1	11845865	11845866	-0.107
chr1	11845866	11845867	-0.763
chr1	11845867	11845868	-0.167
chr1	11845868	11845869	0.328
chr1	11845869	11845870	-0.111
chr1	11845870	11845871	0.768
chr1	11845871	11845872	0.768
chr1	11845872	11845873	0.784
chr1	11845873	11845874	0.768
chr1	11845874	11845875	-5.515
chr1	11845875	11845876	-0.511
chr1	11845876	11845877	-0.042
chr1	11845877	11845878	0.768
chr1	11845878	11845879	0.039
chr1	11845879	11845880	0.07
chr1	11845880	11845881	-1.286
chr1	11845881	11845882	-1.777
chr1	11845882	11845883	-0.152
chr1	11845883	11845884	1.192
chr1	11845884	11845885	-1.189
chr1	11845885	11845886	-0.381
chr1	11845886	11845887	0.449
chr1	11845887	11845888	-1.283
chr1	11845888	11845889	0.507
chr1	11845889	11845890	0.507
chr1	11845890	11845891	0.529
chr1	11845891	11845892	-1.225
chr1	11845892	11845893	0.045
chr1	11845893	11845894	0.892
chr1	11845894	11845895	-0.051
chr1	11845895	11845896	-1.296
chr1	11845896	11845897	-0.066
chr1	11845897	11845898	-0.581
chr1	11845898	11845899	0.768
chr1	11845899	11845900	-0.049
chr1	11845900	11845901	-1.434
chr1	11845901	11845902	-0.397
chr1	11845902	11845903	0.768
chr1	11845903	11845904	0.768
chr1	11845904	11845905	0.784
chr1	11845905	11845906	0.865
chr1	11845906	11845907	0.024
chr1	11845907	11845908	1.196
chr1	11845908	11845909	0.09
chr1	11845909	11845910	0.02
chr1	11845910	11845911	0.884
chr1	11845911	11845912	0.865
chr1	11845912	11845913	0.865
chr1	11845913	11845914	-2.125
chr1	11845914	11845915	-0.293
chr1	11845915	11845916	1.14
chr1	11845916	11845917	-0.16
chr1	11845917	11845918	0.082
chr1	11845918	11845919	-0.032
chr1	11845919	11845920	0.195
chr1	11845920	11845921	0.976
chr1	11845921	11845922	-0.313
chr1	11845922	11845923	1.106
chr1	11845923	11845924	0.995
chr1	11845924	11845925	0.095
chr1	11845925	11845926	-0.433
chr1	11845926	11845927	-0.085
chr1	11845927	11845928	0.047
chr1	11845928	11845929	1.038
chr1	11845929	11845930	-0.548
chr1	11845930	11845931	-0.378
chr1	11845931	11845932	0.069
chr1	11845932	11845933	0.935
chr1	11845933	11845934	0.784
chr1	11845934	11845935	-0.033
chr1	11845935	11845936	-0.769
chr1	11845936	11845937	-1.837
chr1	11845937	11845938	-0.034
chr1	11845938	11845939	0.006
chr1	11845939	11845940	0.768
chr1	11845940	11845941	0.768
chr1	11845941	11845942	0.892
chr1	11845942	11845943	0.768
chr1	11845943	11845944	-0.077
chr1	11845944	11845945	0.849
chr1	11845945	11845946	-1.546
chr1	11845946	11845947	-0.109
chr1	11845947	11845948	0.988
chr1	11845948	11845949	0.067
chr1	11845949	11845950	-0.834
chr1	11845950	11845951	-0.799
chr1	11845951	11845952	0.165
chr1	11845952	11845953	-0.313
chr1	11845953	11845954	0.064
chr1	11845954	11845955	-0.314
chr1	11845955	11845956	-0.707
chr1	11845956	11845957	0.052
chr1	11845957	11845958	0.076
chr1	11845958	11845959	-0.398
chr1	11845959	11845960	0.949
chr1	11845960	11845961	1.167
chr1	11845961	11845962	-0.371
chr1	11845962	11845963	-0.068
chr1	11845963	11845964	-0.905
chr1	11845964	11845965	0.692
chr1	11845965	11845966	-0.088
chr1	11845966	11845967	-0.057
chr1	11845967	11845968	0.985
chr1	11845968	11845969	-1.811
chr1	11845969	11845970	-1.086
chr1	11845970	11845971	-0.321
