chr20	30407110	30407111	-0.017
chr20	30407111	30407112	1.011
chr20	30407112	30407113	1.762
chr20	30407113	30407114	1.155
chr20	30407114	30407115	3.864
chr20	30407115	30407116	1.982
chr20	30407116	30407117	-0.717
chr20	30407117	30407118	-0.02
chr20	30407118	30407119	-0.027
chr20	30407119	30407120	-0.791
chr20	30407120	30407121	4.028
chr20	30407121	30407122	0.73
chr20	30407122	30407123	0.796
chr20	30407123	30407124	2.593
chr20	30407124	30407125	1.829
chr20	30407125	30407126	1.721
chr20	30407126	30407127	2.587
chr20	30407127	30407128	1.036
chr20	30407128	30407129	0.475
chr20	30407129	30407130	3.99
chr20	30407130	30407131	0.292
chr20	30407131	30407132	0.599
chr20	30407132	30407133	1.52
chr20	30407133	30407134	2.301
chr20	30407134	30407135	0.542
chr20	30407135	30407136	3.809
chr20	30407136	30407137	0.989
chr20	30407137	30407138	2.283
chr20	30407138	30407139	2.399
chr20	30407139	30407140	2.258
chr20	30407140	30407141	2.32
chr20	30407141	30407142	1.496
chr20	30407142	30407143	3.191
chr20	30407143	30407144	0.624
chr20	30407144	30407145	-0.283
chr20	30407145	30407146	-1.908
chr20	30407146	30407147	2.594
chr20	30407147	30407148	1.151
chr20	30407148	30407149	1.612
chr20	30407149	30407150	0.913
chr20	30407150	30407151	-0.047
chr20	30407151	30407152	-0.155
chr20	30407152	30407153	1.186
chr20	30407153	30407154	3.105
chr20	30407154	30407155	1.143
chr20	30407155	30407156	0.644
chr20	30407156	30407157	3.272
chr20	30407157	30407158	3.272
chr20	30407158	30407159	2.096
chr20	30407159	30407160	3.801
chr20	30407160	30407161	1.926
chr20	30407161	30407162	1.446
chr20	30407162	30407163	1
chr20	30407163	30407164	-0.878
chr20	30407164	30407165	0.392
chr20	30407165	30407166	0.193
chr20	30407166	30407167	2.237
chr20	30407167	30407168	0.471
chr20	30407168	30407169	0.612
chr20	30407169	30407170	4.631
chr20	30407170	30407171	0.976
chr20	30407171	30407172	1.315
chr20	30407172	30407173	0.975
chr20	30407173	30407174	-0.735
chr20	30407174	30407175	0.78
chr20	30407175	30407176	1.461
chr20	30407176	30407177	0.36
chr20	30407177	30407178	-0.062
chr20	30407178	30407179	1.699
chr20	30407179	30407180	-1.382
chr20	30407180	30407181	1.83
chr20	30407181	30407182	0.02
chr20	30407182	30407183	1.279
chr20	30407183	30407184	-0.03
chr20	30407184	30407185	0.807
chr20	30407185	30407186	5.047
chr20	30407186	30407187	3.977
chr20	30407187	30407188	-0.94
chr20	30407188	30407189	1.031
chr20	30407189	30407190	1.651
chr20	30407190	30407191	-0.402
chr20	30407191	30407192	0.649
chr20	30407192	30407193	-0.406
chr20	30407193	30407194	-0.276
chr20	30407194	30407195	-0.31
chr20	30407195	30407196	-0.473
chr20	30407196	30407197	0.153
chr20	30407197	30407198	1.71
chr20	30407198	30407199	-1.511
chr20	30407199	30407200	0.608
chr20	30407200	30407201	-0.244
chr20	30407201	30407202	0.187
chr20	30407202	30407203	-1.027
chr20	30407203	30407204	2.727
chr20	30407204	30407205	1.16
chr20	30407205	30407206	1.088
chr20	30407206	30407207	1.485
chr20	30407207	30407208	0.176
chr20	30407208	30407209	1.018
chr20	30407209	30407210	1.422
chr20	30407210	30407211	1.54
chr20	30407211	30407212	0.805
chr20	30407212	30407213	-0.618
chr20	30407213	30407214	-0.576
chr20	30407214	30407215	0.471
chr20	30407215	30407216	0.252
chr20	30407216	30407217	1.132
chr20	30407217	30407218	-0.216
chr20	30407218	30407219	-0.006
chr20	30407219	30407220	0.164
chr20	30407220	30407221	-0.462
