chr17	17584786	17584787	0.971
chr17	17584787	17584788	2.299
chr17	17584788	17584789	0.101
chr17	17584789	17584790	2.859
chr17	17584790	17584791	0.41
chr17	17584791	17584792	2.785
chr17	17584792	17584793	1.501
chr17	17584793	17584794	-0.016
chr17	17584794	17584795	2.251
chr17	17584795	17584796	0.284
chr17	17584796	17584797	0.095
chr17	17584797	17584798	0.885
chr17	17584798	17584799	0.2
chr17	17584799	17584800	1.505
chr17	17584800	17584801	0.803
chr17	17584801	17584802	0.284
chr17	17584802	17584803	1.178
chr17	17584803	17584804	1.092
chr17	17584804	17584805	-0.022
chr17	17584805	17584806	0.309
chr17	17584806	17584807	1.925
chr17	17584807	17584808	1.303
chr17	17584808	17584809	0.653
chr17	17584809	17584810	-0.312
chr17	17584810	17584811	-0.239
chr17	17584811	17584812	-0.232
chr17	17584812	17584813	1.303
chr17	17584813	17584814	0.683
chr17	17584814	17584815	0.49
chr17	17584815	17584816	0.772
chr17	17584816	17584817	1.384
chr17	17584817	17584818	0.348
chr17	17584818	17584819	0.568
chr17	17584819	17584820	0.357
chr17	17584820	17584821	0.697
chr17	17584821	17584822	2.616
chr17	17584822	17584823	-0.531
chr17	17584823	17584824	0.349
chr17	17584824	17584825	1.047
chr17	17584825	17584826	-0.34
chr17	17584826	17584827	2.616
chr17	17584827	17584828	0.586
chr17	17584828	17584829	1.856
chr17	17584829	17584830	1.856
chr17	17584830	17584831	-0.312
chr17	17584831	17584832	0.435
chr17	17584832	17584833	-1.04
chr17	17584833	17584834	-0.442
chr17	17584834	17584835	-0.039
chr17	17584835	17584836	0.223
chr17	17584836	17584837	-0.275
chr17	17584837	17584838	-0.75
chr17	17584838	17584839	1.246
chr17	17584839	17584840	-0.07
chr17	17584840	17584841	0.495
chr17	17584841	17584842	-1.604
chr17	17584842	17584843	0.197
chr17	17584843	17584844	1.821
chr17	17584844	17584845	0.587
chr17	17584845	17584846	0.155
chr17	17584846	17584847	-0.31
chr17	17584847	17584848	2.538
chr17	17584848	17584849	2.538
chr17	17584849	17584850	-0.004
chr17	17584850	17584851	1.274
chr17	17584851	17584852	0.57
chr17	17584852	17584853	0.677
chr17	17584853	17584854	0.505
chr17	17584854	17584855	-0.001
chr17	17584855	17584856	0.774
chr17	17584856	17584857	2.023
chr17	17584857	17584858	2.023
chr17	17584858	17584859	0.235
